,Time,Power
1096,1.652,-0.000324452
1097,1.652,-0.000300755
1098,1.652,-2.46E-05
1099,1.652,-1.42E-05
1100,1.662,-7.64E-06
1101,1.662,-0.000222432
1102,1.662,-0.00020602
1103,1.662,-1.53E-05
1104,1.662,-2.57E-05
1105,1.662,0.000138255
1106,1.672,-5.45E-05
1107,1.672,-0.000276725
1108,1.672,-0.000327066
1109,1.672,-0.000350416
1110,1.672,-0.00037368
1111,1.672,-0.000360101
1112,1.672,-0.00051836
1113,1.682,-0.00019922
1114,1.682,-0.000451622
1115,1.682,-0.000270266
1116,1.682,-0.000280128
1117,1.682,-0.000285731
1118,1.682,-0.000263003
1119,1.692,-0.000260005
1120,1.692,-0.000253021
1121,1.692,-0.000242267
1122,1.692,-1.15E-05
1123,1.692,-0.000427421
1124,1.692,-0.000208569
1125,1.702,-0.000185058
1126,1.702,-0.000160237
1127,1.702,0.00010135
1128,1.702,-0.000109821
1129,1.702,-0.00032209
1130,1.702,-0.00030002
1131,1.712,-0.000303996
1132,1.712,-0.000500806
1133,1.712,-0.000252512
1134,1.712,-8.00E-06
1135,1.712,-5.10E-06
1136,1.712,-0.000204124
1137,1.712,-0.000210753
1138,1.722,-0.000376848
1139,1.722,-0.000390762
1140,1.722,-4.80E-05
1141,1.722,-0.000224209
1142,1.722,-0.000503813
1143,1.722,-0.000373291
1144,1.732,-0.000119802
1145,1.732,-0.000240635
1146,1.732,-0.000304365
1147,1.732,-0.000374784
1148,1.732,-0.000273986
1149,1.732,-0.000302051
1150,1.742,-0.00068234
1151,1.742,-0.000312146
1152,1.742,-0.0006448
1153,1.742,-0.000659113
1154,1.742,-0.000669731
1155,1.742,-0.000648647
1156,1.752,-0.000848761
1157,1.752,-0.000453131
1158,1.752,-0.000839907
1159,1.752,-0.000910934
1160,1.752,-0.000676496
1161,1.752,-0.000654217
1162,1.752,-0.000742409
1163,1.762,-0.00076259
1164,1.762,-0.000826203
1165,1.762,-0.001094048
1166,1.762,-0.00104647
1167,1.762,-0.000937356
1168,1.762,-0.000836106
1169,1.772,-0.000562419
1170,1.772,-0.000233575
1171,1.772,-0.000434134
1172,1.772,-0.000568155
1173,1.772,-0.000341145
1174,1.772,-0.000552915
1175,1.782,-0.000337504
1176,1.782,-0.00034467
1177,1.782,-0.000141258
1178,1.782,-0.000539347
1179,1.782,-0.000364637
1180,1.782,-0.000391335
1181,1.792,-0.000618927
1182,1.792,-0.00058778
